ID_TA,meals,rest_coord,rub_max,rub_min
d7185784,['Lunch'],"[45.773583, 4.8080596]",,
d11801250,"['Breakfast', 'Lunch', 'Dinner']","[48.8311659, 2.3265326]",,
d12618589,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[45.4827816, 9.1470771]",1314.0,438.0
d8331879,"['Lunch', 'Dinner']","[48.1984054, 16.3631165]",,
d9711131,,"[48.1862065, 16.3215474]",,
d11739543,,"[40.4016859, 3.708348]",,
d715006,"['Lunch', 'Dinner', 'Late Night']","[48.8841383, 2.336948]",3503.0,1664.0
d12691064,,,,
d5616644,"['Lunch', 'Dinner', 'Drinks']","[41.3808101, 2.1612611]",,
d8734165,,,,
d3692041,"['Dinner', 'Lunch']","[53.5988555, 9.861858]",,
d1336866,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8514042, 2.3444719]",,
d10555181,,"[41.1449141, 8.6044339]",1314.0,438.0
d7816138,"['Lunch', 'Dinner']","[40.4142066, 3.7020479]",,
d7996944,"['Lunch', 'Dinner']","[45.4500087, 9.206328]",,
d4153876,"['Lunch', 'Dinner']","[45.6994463, 4.942564]",,
d10597083,"['Dinner', 'Lunch']","[48.135535, 11.564837]",,
d8341502,"['Dinner', 'Late Night', 'Drinks']","[60.1591067, 24.9433001]",,
d6882376,"['Lunch', 'Dinner']","[48.87, 2.2904711]",,
d10833759,,,,
d7734526,"['Dinner', 'Drinks']","[52.3844603, 4.8720784]",1489.0,1051.0
d4203561,"['Lunch', 'Dinner']","[47.4816724, 19.0729619]",,
d12144071,,"[48.138677, 11.5613994]",,
d13198094,,,,
d6674957,"['Lunch', 'Dinner']","[55.6738433, 12.5592646]",,
d8639975,,"[41.3982285, 2.1918777]",1051.0,788.0
d9781900,"['Breakfast', 'Brunch']","[52.3728467, 4.8902251]",,
d3263774,"['Lunch', 'Dinner', 'Late Night']","[48.8516993, 2.3470589]",3503.0,1314.0
d715487,"['Lunch', 'Dinner']","[52.497312, 13.4315284]",,
d2558251,,"[51.5180709, 0.2069477]",2040.0,1020.0
d12571523,,"[47.497003, 19.06018995]",716.0,284.0
d4454642,"['Dinner', 'Drinks']","[41.8928808, 12.5554762]",613.0,438.0
d4028647,,"[51.4939936, 0.1685359]",2040.0,408.0
d11045311,,"[41.3963153, 2.1732198]",1319.0,659.0
d10815210,"['Dinner', 'Breakfast', 'Lunch', 'Brunch']","[55.6802125, 12.5902896]",,
d8455008,,"[52.4901331, 13.4338233]",,
d2014542,"['Lunch', 'Dinner', 'Brunch']","[51.5181568, 0.1189665]",1465.0,440.0
d3676780,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[40.4158948, 3.7025371]",,
d5519173,,"[48.119281, 11.4914716]",,
d10263302,,"[53.3153971, 6.2729353]",,
d9726142,,"[38.7119803, 9.1411915]",3941.0,1751.0
d1061982,"['Lunch', 'Dinner']","[48.255754, 16.3424809]",,
d4919266,"['Lunch', 'Dinner']","[51.4991312, 0.1653064]",,
d3569849,"['Dinner', 'Lunch']","[38.69986865, 9.17707735]",,
d1367079,"['Lunch', 'Dinner', 'Brunch']","[52.5297179, 13.1427172]",,
d10279980,,"[38.6975465, 9.1942289]",1099.0,586.0
d8014918,,"[48.216595, 16.33197]",1489.0,438.0
d4770266,,"[48.1551793, 17.1170289]",,
d4988284,"['Lunch', 'Dinner']","[48.8238434, 2.3416529]",,
d12129922,"['Lunch', 'Dinner']","[52.2457385, 20.9605195]",478.0,76.0
d10746398,"['Lunch', 'Dinner']","[51.5130111, 0.1214278]",,
d1145867,['Lunch'],"[55.6709148, 12.5630915]",1099.0,366.0
d5961420,"['Lunch', 'Dinner']","[53.438411, 6.1230905]",,
d776523,"['Lunch', 'Dinner', 'Late Night']","[48.2084669, 16.3693725]",,
d12217591,"['Lunch', 'Dinner']","[41.1620271, 8.6037471]",,
d3838046,,"[41.3913493, 2.1701037]",4379.0,1314.0
d5027088,"['Lunch', 'Dinner']","[45.7623772, 4.8326534]",,
d9777647,"['Lunch', 'Dinner']","[38.757139, 9.097336]",,
d3186968,"['Lunch', 'Breakfast', 'Dinner']","[41.398827, 2.2050576]",,
d9808497,,"[47.5101542, 19.0256436]",1314.0,438.0
d12534548,"['Lunch', 'Dinner']","[48.1655584, 11.5334951]",,
d7986933,"['Breakfast', 'Lunch', 'Brunch']","[53.3372317, 6.2445335]",,
d1465295,,"[50.8484475, 4.3475381]",2345.0,953.0
d2306120,['Dinner'],"[52.3600068, 4.9051643]",4204.0,1839.0
d10626393,"['Breakfast', 'Lunch', 'Brunch']","[55.668547, 12.550685]",530.0,212.0
d8686645,,"[55.6725392, 12.5560571]",2944.0,824.0
d9981954,,"[52.555575, 13.3836334]",5605.0,175.0
d1038978,,"[53.5666418, 9.9892257]",2198.0,733.0
d9808485,,"[51.5440354, 0.0053088]",,
d8470903,,"[48.8395454, 2.369787]",,
d3255490,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[55.6934881, 12.5422937]",2179.0,530.0
d1067795,"['Lunch', 'Dinner', 'Drinks']","[41.8889233, 12.4985533]",,
d8592744,,,,
d6762671,"['Lunch', 'Late Night', 'Breakfast', 'Dinner', 'Drinks']","[48.8706623, 2.3079284]",2189.0,263.0
d3265655,['Dinner'],"[48.0807228, 11.5282792]",,
d1416371,"['Dinner', 'Late Night']","[50.8179834, 4.3865013]",,
d2139560,"['Lunch', 'Dinner']","[48.157802, 17.0971471]",,
d7371952,,"[50.0816447, 14.4204693]",1314.0,613.0
d1234962,"['Breakfast', 'Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8560034, 2.3584733]",1927.0,525.0
d952591,,"[51.5097518, 0.1379508]",,
d4149781,,"[41.39479005, 2.14876785]",,
d8791400,,"[47.541297, 21.633765]",,
d3608560,['Dinner'],"[38.7134511, 9.14538385]",,
d10358448,"['Lunch', 'Dinner', 'Drinks', 'Breakfast']","[40.4285785, 3.7088665]",1051.0,876.0
d4134082,"['Lunch', 'Dinner', 'Late Night', 'Drinks']",,,
d8333212,"['Drinks', 'Lunch', 'Dinner']",,803.0,191.0
d5483185,,"[51.5508771, 0.0481266]",,
d3853673,"['Lunch', 'Dinner', 'Brunch']","[52.378622, 4.8482918]",,
d7378338,,"[52.157662, 21.00208]",,
d10221942,,"[41.8317233, 12.6185554]",2189.0,876.0
d3367110,"['Dinner', 'Drinks']","[52.3557512, 4.9074905]",3153.0,1664.0
d7885929,"['Lunch', 'Brunch']","[59.3274506, 18.0543456]",,
d11914674,,"[55.9595889, 3.1826466]",918.0,306.0
d4769943,"['Lunch', 'Dinner']","[48.1441428, 17.1118674]",,
d696424,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[45.4797938, 9.1962753]",,
d10191738,"['Lunch', 'Dinner']","[40.3944227, 3.7083401]",,
d11926000,,,,
d3393722,['Dinner'],"[52.3754176, 4.9011981]",,
d9730144,,,,
d1999967,"['Lunch', 'Dinner']","[45.4809624, 9.1859573]",,
d4283122,,"[52.237425, 20.9658558]",,
d1037184,"['Lunch', 'Dinner', 'Late Night']","[52.5320704, 13.1985067]",,
d12895071,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8721942, 2.3626412]",2271.0,1465.0
d11434872,,"[48.8780655, 2.2855397]",2189.0,1314.0
d8403730,"['Dinner', 'Lunch']","[40.4654749, 3.783793]",,
d8507013,"['Lunch', 'Dinner']","[55.6833954, 12.584484]",40299.0,18318.0
d4924584,"['Breakfast', 'Lunch', 'Dinner']","[48.830058, 2.3229775]",,
d10822470,,"[41.3827088, 2.1521152]",3503.0,1489.0
d6484995,"['Lunch', 'Dinner']","[40.4025961, 3.7132338]",,
d1014297,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.5025966, 0.0711624]",6426.0,1020.0
d13148685,,"[51.5466531, 0.0752438]",816.0,408.0
d4061718,"['Lunch', 'Dinner']","[52.5494582, 13.4157815]",,
d2304190,,"[53.5611115, 9.9675408]",,
d11961446,,"[51.5489265, 0.079199]",,
d7224149,,"[48.1864831, 16.2995585]",,
d4509860,"['Lunch', 'Dinner', 'Late Night']","[41.38214775, 2.18616485]",,
d1198356,,"[47.3332119, 8.6502166]",6307.0,1577.0
d2478282,['Dinner'],"[48.2254775, 16.3464209]",,
d12614877,"['Lunch', 'Dinner']","[48.846081, 2.343287]",,
d13093490,"['Drinks', 'Breakfast', 'Lunch', 'Dinner']","[50.7846407, 4.3844896]",2189.0,963.0
d10700914,['Dinner'],"[45.4706205, 9.2284743]",,
d779225,,"[49.6100678, 6.1286305]",3737.0,1612.0
d9711091,,"[52.49712, 13.31404]",1664.0,613.0
d13087800,"['Lunch', 'Dinner', 'Brunch']","[51.5135376, 0.2269439]",1530.0,612.0
d5778793,,,,
d8384188,,"[52.2371969, 21.087913]",2858.0,586.0
d8339923,,"[45.4653865, 9.1907062]",,
d5122707,"['Lunch', 'Dinner']","[51.4258424, 0.048005]",,
d2445742,"['Lunch', 'Dinner']","[45.7769682, 4.9836069]",,
d10832499,,"[52.2072328, 21.0361561]",,
d5775967,,,,
d7123498,"['Dinner', 'Lunch']","[50.0777191, 14.4184809]",,
d9884416,,"[45.4502829, 9.179335]",1751.0,525.0
d1576154,"['Lunch', 'Dinner', 'Late Night']","[41.8980433, 12.4557322]",,
d8776432,,,,
d816375,['Dinner'],"[59.3180629, 18.0648481]",,
d4412634,,"[40.4010219, 3.68617545]",,
d10536729,,"[41.1497326, 8.6156499]",1751.0,701.0
d5519504,"['Lunch', 'Dinner']","[52.4191705, 13.5381258]",,
d2238450,"['Lunch', 'Dinner']","[45.7634083, 4.850451]",3065.0,1314.0
d4025693,"['Lunch', 'Dinner']","[48.880647, 2.3123838]",,
d7953129,,"[41.3951387, 2.1703724]",,
d10429605,"['Breakfast', 'Lunch', 'Brunch']","[41.1481626, 8.6143654]",,
d719057,"['Lunch', 'Dinner']","[48.8766565, 2.2957531]",,
d11793094,"['Lunch', 'Dinner', 'Brunch']","[51.5177503, 0.1183903]",3570.0,1020.0
d720435,"['Lunch', 'Dinner']","[51.475682, 0.2394754]",,
d8746465,"['Lunch', 'Dinner']","[51.5114654, 0.0109166]",,
d8702281,,"[52.5500096, 13.4577694]",,
d7239610,"['Brunch', 'Breakfast', 'Lunch', 'Dinner']","[41.8977557, 12.5145673]",,
d3372828,"['Lunch', 'Dinner']","[48.8842611, 2.33986]",,
d8274266,,,,
d5864464,['Dinner'],"[41.54842725, 1.990869]",,
d10428996,,"[45.4436566, 9.2139067]",3503.0,1751.0
d7124317,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[50.0528788, 14.2905496]",,
d1154026,,"[41.3909793, 2.1240798]",3664.0,2638.0
d12374306,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[40.4487338, 3.6752199]",,
d3155553,,"[45.466574, 9.214913]",2627.0,2189.0
d3726812,,"[48.8720225, 2.3540106]",2189.0,1051.0
d13174477,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[41.3884537, 2.1765474]",,
d6894314,['Lunch'],"[45.731804, 4.914562]",,
d8152043,['Dinner'],"[50.8821818, 4.3159246]",,
d11955037,,"[38.7126766, 9.1375033]",,
d10769196,,"[52.4653452, 13.4422607]",,
d11722695,"['Breakfast', 'Lunch', 'Dinner']","[40.4060778, 3.6732177]",,
d7096869,,"[48.85839465, 2.36878455]",1839.0,963.0
d1055199,,"[49.60760495, 6.13587005]",1685.0,1099.0
d13189781,,"[41.3945487, 2.1689998]",8757.0,1927.0
d6901510,,"[53.5856495, 10.0066945]",,
d12430475,,"[46.2080566, 6.1470405]",1892.0,1340.0
d6879086,"['Lunch', 'Dinner']","[45.7696514, 4.8560309]",,
d4055435,,"[48.2502839, 16.324709]",,
d997420,"['Lunch', 'Dinner']","[41.4134617, 2.1951968]",,
d12338767,['Breakfast'],"[48.1380357, 11.5660632]",,
d5870930,"['Breakfast', 'Lunch', 'Dinner']","[45.4533293, 9.1801833]",,
d1443615,"['Breakfast', 'Lunch', 'Dinner']","[48.8676526, 2.36496]",3941.0,1751.0
d6872262,"['Lunch', 'Dinner']","[47.4969406, 19.0636924]",,
d4987850,"['Lunch', 'Dinner', 'Late Night']","[40.4611775, 3.6864782]",,
d5524099,,"[52.5073526, 13.4708117]",1314.0,350.0
d8089663,"['Lunch', 'Dinner']","[52.525091, 13.41013]",,
d5606692,"['Lunch', 'Dinner']","[52.460094, 13.3234431]",,
d12227293,"['Lunch', 'Dinner']","[48.13578035, 17.11591705]",3065.0,438.0
d5506315,"['Dinner', 'Lunch']","[53.5123787, 9.9867528]",,
d8558094,,,,
d10452850,,,,
d8484623,,"[59.0684776, 17.305162]",,
d743789,"['Dinner', 'Lunch', 'Late Night']","[49.6109687, 6.1292912]",,
d7724627,"['Breakfast', 'Lunch', 'Brunch']","[55.9531745, 3.1968226]",,
d5796154,,,,
d2475983,,,,
d1095940,,"[48.8656122, 2.3403371]",1314.0,788.0
d718824,,,,
d7020398,"['Lunch', 'Dinner']","[48.8849754, 2.3265161]",,
d12928113,,"[45.4797235, 9.2110199]",1751.0,350.0
d5796035,"['Lunch', 'Dinner']","[40.4646234, 3.7213327]",,
d7365803,"['Lunch', 'Dinner']","[53.5543905, 10.0124081]",,
d2390046,,"[48.8536437, 2.3378072]",2540.0,1051.0
d4789367,,"[48.8831159, 2.3327735]",3941.0,788.0
d10664120,,"[52.2341508, 21.0237178]",2931.0,1099.0
d3250336,"['Lunch', 'Dinner', 'Late Night']","[45.7633636, 4.8286293]",3065.0,1314.0
d5264070,"['Lunch', 'Dinner', 'Brunch', 'Drinks', 'Breakfast', 'Late Night']","[51.5167826, 0.135958]",,
d5104043,"['Lunch', 'Dinner', 'Late Night']","[51.5095284, 0.1948868]",2040.0,510.0
d2208638,"['Lunch', 'Dinner', 'Late Night']","[53.3379597, 6.2359043]",,
d4063242,,,,
d7147611,['Dinner'],"[41.9612232, 12.5132292]",701.0,350.0
d8460619,,"[51.5200033, 0.1024316]",,
d4767651,"['Lunch', 'Dinner']","[50.122565, 14.3874777]",,
d3984126,"['Lunch', 'Dinner', 'Late Night']","[48.8687462, 2.3536562]",,
d8817842,,"[48.8312537, 2.3735987]",2198.0,1099.0
d1014836,"['Lunch', 'Drinks']","[48.8530548, 2.3465361]",,
d8766173,"['Lunch', 'Dinner', 'Drinks']","[48.8710797, 2.3169419]",3664.0,1539.0
d4911868,"['Lunch', 'Dinner']","[51.4163977, 0.0730415]",,
d7994605,"['Lunch', 'Dinner']","[51.5643637, 0.1047988]",,
d11888366,,"[45.4809605, 9.1669135]",4030.0,733.0
d10636243,"['Breakfast', 'Lunch', 'Dinner']","[38.731356, 9.134194]",,
d5958800,,,,
d3343106,['Dinner'],"[51.503814, 0.114112]",,
d12161927,,"[41.8298316, 12.4737751]",,
d4374455,['Lunch'],"[48.854333, 2.265276]",,
d1021862,"['Lunch', 'Dinner']","[51.5202374, 0.0557853]",3151.0,2784.0
d12195511,"['Lunch', 'Dinner']","[45.4818329, 9.172655]",,
d1413408,,,,
d4086744,,,,
d2395345,,"[48.860266, 2.32525255]",2277.0,1751.0
d969171,"['Late Night', 'Drinks']","[41.3846073, 2.1825612]",,
d12902630,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[46.2101965, 6.1450445]",946.0,394.0
d2174000,,"[41.9089632, 12.4534479]",2931.0,1465.0
d2454355,"['Breakfast', 'Lunch', 'Dinner']","[45.4609389, 9.1846903]",,
d1092733,"['Lunch', 'Dinner']","[50.0357113, 14.4777113]",,
d4476672,,"[59.929324, 10.7424617]",,
d5873511,,,,
d1504833,,,,
d12511728,"['Dinner', 'Lunch']","[52.5136773, 13.3814525]",,
d716031,"['Lunch', 'Dinner', 'Brunch']","[53.3380917, 6.2547863]",3328.0,963.0
d8424828,"['Breakfast', 'Lunch', 'Drinks', 'Dinner', 'Brunch']","[51.47258, 0.10566]",,
d6816833,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[52.1890977, 20.9055622]",764.0,382.0
d6700348,"['Lunch', 'Dinner']","[48.8744433, 2.3455091]",,
d809558,,"[48.852818, 2.3447233]",2627.0,876.0
d11643731,,"[50.0848308, 14.422498]",13921.0,3664.0
d5617451,"['Lunch', 'Dinner']","[51.4900832, 0.1563701]",,
d2399975,"['Breakfast', 'Lunch', 'Dinner', 'Late Night']","[55.68193255, 12.51727075]",,
d8809239,"['Dinner', 'Brunch', 'Drinks']","[41.8514854, 12.466698]",3941.0,876.0
d4768942,"['Lunch', 'Dinner', 'Drinks']","[50.1044315, 14.396108]",876.0,350.0
d754673,"['Lunch', 'Dinner', 'Late Night']","[52.5321231, 13.3963886]",,
d10661602,,"[40.4441264, 3.6793192]",2627.0,2189.0
d10484173,,,,
d4724873,,"[47.4969662, 19.0613584]",,
d10735097,,"[48.8550734, 2.3718967]",2277.0,1138.0
d4910980,['Dinner'],"[51.4985222, 0.0858646]",,
d2305586,,,,
d3916513,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[51.5124932, 0.15096675]",5129.0,1465.0
d2478020,,"[51.4789, 0.1701897]",,
d1147499,,"[48.226599, 16.3445695]",2125.0,1612.0
d7622831,"['Lunch', 'Dinner']","[48.838725, 2.3219625]",,
d719890,"['Lunch', 'Dinner', 'Late Night']","[48.8740717, 2.3893188]",,
d6210796,['Drinks'],"[48.2132914, 16.3707062]",,
d12705533,,"[40.4426925, 3.6701364]",,
d5493128,,,,
d11706812,"['Dinner', 'Drinks']","[60.159706, 24.922014]",,
d1128218,,"[50.821486, 4.4066304]",,
d6981544,"['Dinner', 'Drinks']","[51.5132368, 0.1483851]",,
d3975585,"['Lunch', 'Dinner']","[50.0685297, 19.9393473]",,
d10517930,,"[48.1506612, 17.1393818]",,
d7938911,,,,
d2400101,"['Lunch', 'Dinner', 'Late Night']","[41.8657798, 12.4984261]",,
d8856352,['Dinner'],"[48.140463, 11.5909701]",,
d8424769,['Lunch'],"[45.7535921, 4.8326515]",,
d12077170,,"[50.7946171, 4.364707]",1226.0,350.0
d12929861,,"[51.5235227, 0.0761903]",1224.0,714.0
d12596770,"['Breakfast', 'Lunch', 'Dinner']","[47.41162695, 8.5441838]",,
d10695317,,,,
d782037,,"[48.859188, 2.3499484]",2858.0,2271.0
d1045084,"['Lunch', 'Dinner', 'Late Night']","[46.1836096, 6.1396981]",,
d1758161,"['Lunch', 'Dinner']","[52.50800385, 13.3748008]",,
d8837137,,"[52.2614348, 20.9960579]",,
d793022,"['Lunch', 'Dinner', 'Late Night']","[41.9028187, 12.4865805]",,
d3136220,,,,
d10028153,['Dinner'],"[41.8936221, 12.4886957]",,
d8825227,['Dinner'],"[59.3352285, 18.0523452]",,
d4912406,"['Lunch', 'Dinner']","[51.5228516, 0.1142294]",,
d731176,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.50604435, 0.1163551]",,
d9858143,,"[60.1628838, 24.9146804]",,
d8425174,,"[45.7617093, 4.8414259]",,
d13183984,,"[48.8745264, 2.355346]",1226.0,788.0
d2295717,,,,
d12245587,,,,
d5501488,"['Lunch', 'Dinner', 'Late Night']","[50.0793606, 14.4225422]",,
d6882344,,"[45.4858907, 9.1681821]",4379.0,2627.0
d10643909,,,,
d10035189,"['Lunch', 'Dinner']","[40.4123719, 3.7084173]",3503.0,1401.0
d10427232,,"[41.3868853, 2.1598938]",,
d7274412,,"[41.38343, 2.182974]",876.0,438.0
d789034,['Dinner'],"[48.1294663, 11.5615199]",2198.0,293.0
d10522391,,"[50.8245628, 4.3995011]",701.0,350.0
d8759023,"['Breakfast', 'Lunch']","[48.195756, 16.3515958]",525.0,263.0
d12347443,,"[47.362971, 8.5132986]",2759.0,552.0
d10537028,,"[40.4226659, 3.7106911]",3503.0,438.0
d6631240,"['Dinner', 'Lunch']","[50.059672, 19.9282239]",860.0,96.0
d1125198,,"[47.3870986, 8.5008966]",2365.0,1498.0
d954340,,"[52.489844, 13.3899312]",1172.0,220.0
d12831570,,"[52.3576206, 4.9303957]",,
d3724232,"['Lunch', 'Dinner']","[41.8350311, 12.4705899]",2189.0,876.0
d12513729,,"[51.5311636, 0.1211547]",2040.0,816.0
d8452944,,"[52.2491327, 21.0090016]",,
d2146553,,"[45.4887221, 9.1996858]",10991.0,2931.0
d2278538,"['Lunch', 'Dinner', 'Late Night']","[45.815104, 4.7769948]",,
d2093909,"['Lunch', 'Dinner']","[40.4138665, 3.7344887]",,
d8359805,"['Lunch', 'Dinner']","[50.0487754, 19.9448284]",,
d8121729,"['Lunch', 'Dinner']","[38.018536, 23.7383899]",,
d7356785,"['Breakfast', 'Lunch', 'Dinner']","[48.8875987, 2.3800006]",,
d8374127,"['Dinner', 'Lunch']","[52.4767297, 13.4244627]",,
d8693312,,"[50.0907556, 14.4204432]",,
d5009981,"['Dinner', 'Breakfast', 'Lunch']","[38.7316662, 9.1460794]",,
d1841269,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[41.8996491, 12.4839893]",,
d4164851,,,,
d3835137,,,,
d752014,"['Lunch', 'Dinner', 'Drinks']","[47.3577181, 8.5334021]",,
d784992,"['Dinner', 'Lunch']","[46.1999246, 6.1740474]",3957.0,1685.0
d12859992,,"[55.7033388, 12.5324833]",2355.0,177.0
d5790510,"['Lunch', 'Dinner']","[41.440513, 2.1922423]",,
d12074668,,"[50.0663278, 14.3968329]",,
d11832982,['Dinner'],"[59.919216, 10.76114705]",,
d2386098,"['Lunch', 'Dinner', 'Drinks']","[55.6819286, 12.5801284]",,
d12709311,"['Dinner', 'Drinks']","[52.3394642, 4.9567199]",1664.0,263.0
d1035452,,"[48.8506475, 2.3470488]",3065.0,1314.0
d12503732,"['Lunch', 'Dinner']","[48.8841469, 2.2973324]",1751.0,525.0
d1101665,"['Lunch', 'Dinner', 'Brunch', 'Drinks']","[50.0600312, 19.9374421]",1242.0,382.0
d10791338,,"[55.9599909, 3.1548528]",,
d3250723,,"[41.4321, 2.17358]",,
d1390111,,"[51.4469085, 0.1895627]",2244.0,612.0
d7995766,,"[50.8554567, 4.3600041]",,
d7356883,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[40.4655076, 3.6924453]",,
d11908735,"['Lunch', 'Breakfast', 'Dinner']","[50.0885783, 14.3982591]",,
d8298503,,"[38.7077887, 9.1586374]",,
d809860,"['Breakfast', 'Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8416181, 2.3248892]",2189.0,876.0
d4794349,"['Lunch', 'Dinner']","[50.0806752, 14.4213542]",,
d11896622,"['Lunch', 'Dinner']","[51.512981, 0.303368]",306.0,306.0
d5487521,"['Brunch', 'Breakfast']","[40.42155, 3.7086286]",,
d1019304,"['Lunch', 'Dinner', 'Late Night']","[51.5123102, 0.1341905]",10200.0,2040.0
d4288479,"['Lunch', 'Dinner']","[48.2274433, 16.3598425]",,
d1039250,"['Lunch', 'Dinner']","[53.5968808, 10.0725317]",,
d12672043,,"[41.3938004, 2.1546719]",,
d11882215,,"[40.4384503, 3.6947149]",,
d2470814,"['Lunch', 'Dinner']","[48.8614431, 2.3496344]",,
d9710669,,"[52.3701968, 4.8776873]",,
d3577214,,"[51.4430244, 0.0269606]",,
d1239074,,"[40.4165724, 3.6725185]",2418.0,1905.0
d11956707,,"[38.73304075, 9.15345885]",,
d5768287,,,,
d5824480,,"[53.5613317, 9.9652107]",,
d12657458,,"[51.55262085, 0.0238188]",,
d952899,['Dinner'],"[51.5206138, 0.1388142]",,
d4355671,['Dinner'],"[52.365343, 4.8757324]",,
d10636576,"['Lunch', 'Dinner', 'Brunch']","[45.7715889, 4.9812624]",,
d6503265,,"[41.411882, 2.174377]",3503.0,2627.0
d1319198,,"[55.9364631, 3.2084607]",3570.0,1020.0
d1357977,,"[52.4261048, 13.3277211]",,
d1337431,,,,
d4047770,"['Breakfast', 'Lunch', 'Dinner']","[48.8561846, 2.3657745]",,
d4339417,,,,
d7123821,,"[50.0840981, 14.4046273]",,
d716291,,"[41.8999313, 12.4764567]",6130.0,4379.0
d5871285,"['Lunch', 'Dinner']","[53.55846, 9.96216]",,
d8474648,,"[48.2117344, 16.3713102]",2189.0,350.0
d2009343,,,,
d12326574,"['Lunch', 'Dinner']","[48.1504189, 11.5454188]",,
d680426,"['Lunch', 'Dinner', 'Late Night']","[51.5120546, 0.1298171]",,
d12517315,,"[51.4944813, 0.1749834]",4590.0,1530.0
d8048041,"['Lunch', 'Dinner']","[48.8582463, 2.354827]",,
d11921386,,,,
d6698491,"['Breakfast', 'Lunch', 'Brunch', 'Drinks', 'Dinner']","[48.8754399, 2.29454]",,
d5936485,,"[59.3212486, 18.39038]",,
d5861039,"['Late Night', 'Drinks']","[41.8850131, 12.4612716]",,
d12594650,"['Breakfast', 'Lunch', 'Brunch', 'Dinner']","[53.3424213, 6.3525737]",,
d12192462,,,,
d3685470,"['Lunch', 'Dinner']","[50.8278204, 4.3680784]",,
d3392911,"['Lunch', 'Dinner', 'Late Night']","[41.3860704, 2.182043]",,
d9849824,,"[40.4335232, 3.7033957]",,
d6856634,"['Lunch', 'Dinner']","[51.5073874, 0.22222385]",,
d2010736,,,,
d1553688,,,,
d13130027,,"[51.4552607, 0.0401061]",,
d4674796,"['Late Night', 'Drinks', 'Dinner', 'Breakfast', 'Lunch']","[41.3762591, 2.1636037]",1751.0,876.0
d5960143,"['Lunch', 'Dinner']","[48.145933, 16.286263]",,
d2373297,"['Lunch', 'Dinner', 'Late Night']","[45.4692066, 9.2184146]",,
d8068561,['Dinner'],"[40.453609, 3.6659576]",,
d10464999,"['Breakfast', 'Brunch', 'Drinks']","[41.1443914, 8.6072097]",,
d9569941,,"[41.8893851, 12.5250301]",2627.0,701.0
d7060480,"['Lunch', 'Dinner', 'Drinks']","[47.3907537, 8.510314]",,
d12378233,,"[59.3256497, 18.0738763]",1520.0,285.0
d2467379,,,,
d13074186,"['Breakfast', 'Lunch', 'Dinner']","[50.8296972, 4.3370792]",963.0,350.0
d10065370,"['Lunch', 'Dinner', 'Brunch', 'Drinks']","[38.7139564, 9.1355955]",1489.0,263.0
d9565300,"['Lunch', 'Dinner']","[41.1405505, 8.6141205]",2189.0,876.0
d4282153,,"[51.4167333, 0.0732981]",,
d793586,,"[41.91969, 12.520034]",3503.0,963.0
d13224139,"['Dinner', 'Lunch']","[48.8727481, 2.3990807]",3065.0,1314.0
d8720254,"['Lunch', 'Dinner']","[41.8884727, 12.4734079]",,
d10880472,"['Dinner', 'Lunch']","[53.5648604, 9.983908]",,
d8483411,,,,
d4608787,,"[41.4021564, 2.1570812]",2189.0,1314.0
d11543677,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[41.3843047, 2.1640736]",513.0,220.0
d8430131,,"[52.2262826, 21.0149763]",293.0,220.0
d3137191,"['Breakfast', 'Lunch', 'Dinner']","[50.843636, 4.3351195]",,
d6848547,"['Lunch', 'Dinner']","[41.40762485, 2.17081505]",,
d6957617,"['Lunch', 'Dinner']","[41.3945616, 2.1344315]",,
d9697512,,,,
d7123251,,"[50.1000221, 14.4706929]",,
d7594508,"['Breakfast', 'Drinks']","[45.4578044, 9.1603549]",,
d1011556,"['Lunch', 'Dinner']","[47.4760048, 19.0035519]",1612.0,1099.0
d12148140,"['Lunch', 'Dinner']","[53.3501853, 6.2623017]",,
d6637718,"['Lunch', 'Breakfast', 'Dinner', 'Brunch']","[50.057568, 19.9283133]",,
d1906409,"['Lunch', 'Dinner']","[59.338181, 18.038081]",,
d1059672,,"[38.7167037, 9.1441527]",1051.0,876.0
d8413183,"['Lunch', 'Dinner', 'Brunch']","[45.4775132, 9.1885159]",,
